obsnme,obsval,weight,obgnme,i,j,obsid,oname,otype,time,usecol,variable,standard_deviation
oname:conc_otype:lst_usecol:sim_time:112.0_obsid:wp1-f3_variable:so4,6.584e-05,18550.7315202714,wp1-f3:so4,,,wp1-f3,conc,lst,112.0,sim,so4,5.390623e-05
oname:conc_otype:lst_usecol:sim_time:112.0_obsid:wp4-f5_variable:o0,1.3536500000000001e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,112.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:112.0_obsid:wp4-f5_variable:ph,6.31422,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,112.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:112.0_obsid:wp4-f5_variable:so4,0.000791703,16624.09236611704,wp4-f5:so4,,,wp4-f5,conc,lst,112.0,sim,so4,6.015366e-05
oname:conc_otype:lst_usecol:sim_time:113.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,113.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:113.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,113.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:113.0_obsid:welopt-ly3_variable:so4,5.5093e-05,0.0,conc,,,welopt-ly3,conc,lst,113.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:113.0_obsid:wp1-f3_variable:o0,2.20687e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,113.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:113.0_obsid:wp1-f3_variable:ph,6.66581,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,113.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:113.0_obsid:wp1-f3_variable:so4,6.584e-05,18550.7315202714,wp1-f3:so4,,,wp1-f3,conc,lst,113.0,sim,so4,5.390623e-05
oname:conc_otype:lst_usecol:sim_time:113.0_obsid:wp4-f5_variable:o0,1.3536500000000001e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,113.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:113.0_obsid:wp4-f5_variable:ph,6.31422,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,113.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:113.0_obsid:wp4-f5_variable:so4,0.000791703,16624.09236611704,wp4-f5:so4,,,wp4-f5,conc,lst,113.0,sim,so4,6.015366e-05
oname:conc_otype:lst_usecol:sim_time:114.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,114.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:114.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,114.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:114.0_obsid:welopt-ly3_variable:so4,5.50912e-05,0.0,conc,,,welopt-ly3,conc,lst,114.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:114.0_obsid:wp1-f3_variable:o0,3.77419e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,114.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:114.0_obsid:wp1-f3_variable:ph,6.665,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,114.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:114.0_obsid:wp1-f3_variable:so4,6.8297e-05,18019.18033631719,wp1-f3:so4,,,wp1-f3,conc,lst,114.0,sim,so4,5.549642e-05
oname:conc_otype:lst_usecol:sim_time:114.0_obsid:wp4-f5_variable:o0,1.0269700000000001e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,114.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:114.0_obsid:wp4-f5_variable:ph,6.32925,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,114.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:114.0_obsid:wp4-f5_variable:so4,0.000800102,16701.971851498758,wp4-f5:so4,,,wp4-f5,conc,lst,114.0,sim,so4,5.9873170000000006e-05
oname:conc_otype:lst_usecol:sim_time:115.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,115.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:115.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,115.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:115.0_obsid:welopt-ly3_variable:so4,5.50912e-05,0.0,conc,,,welopt-ly3,conc,lst,115.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:115.0_obsid:wp1-f3_variable:o0,3.77419e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,115.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:115.0_obsid:wp1-f3_variable:ph,6.665,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,115.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:115.0_obsid:wp1-f3_variable:so4,6.8297e-05,18019.18033631719,wp1-f3:so4,,,wp1-f3,conc,lst,115.0,sim,so4,5.549642e-05
oname:conc_otype:lst_usecol:sim_time:115.0_obsid:wp4-f5_variable:o0,1.0269700000000001e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,115.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:115.0_obsid:wp4-f5_variable:ph,6.32925,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,115.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:115.0_obsid:wp4-f5_variable:so4,0.000800102,16701.971851498758,wp4-f5:so4,,,wp4-f5,conc,lst,115.0,sim,so4,5.9873170000000006e-05
oname:conc_otype:lst_usecol:sim_time:116.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,116.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:116.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,116.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:116.0_obsid:welopt-ly3_variable:so4,5.50912e-05,0.0,conc,,,welopt-ly3,conc,lst,116.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:116.0_obsid:wp1-f3_variable:o0,3.77419e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,116.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:116.0_obsid:wp1-f3_variable:ph,6.665,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,116.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:116.0_obsid:wp1-f3_variable:so4,6.8297e-05,18019.18033631719,wp1-f3:so4,,,wp1-f3,conc,lst,116.0,sim,so4,5.549642e-05
oname:conc_otype:lst_usecol:sim_time:116.0_obsid:wp4-f5_variable:o0,1.0269700000000001e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,116.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:116.0_obsid:wp4-f5_variable:ph,6.32925,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,116.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:116.0_obsid:wp4-f5_variable:so4,0.000800102,16701.971851498758,wp4-f5:so4,,,wp4-f5,conc,lst,116.0,sim,so4,5.9873170000000006e-05
oname:conc_otype:lst_usecol:sim_time:117.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,117.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:117.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,117.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:117.0_obsid:welopt-ly3_variable:so4,5.50912e-05,0.0,conc,,,welopt-ly3,conc,lst,117.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:117.0_obsid:wp1-f3_variable:o0,3.77419e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,117.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:117.0_obsid:wp1-f3_variable:ph,6.665,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,117.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:117.0_obsid:wp1-f3_variable:so4,6.8297e-05,18019.18033631719,wp1-f3:so4,,,wp1-f3,conc,lst,117.0,sim,so4,5.549642e-05
oname:conc_otype:lst_usecol:sim_time:117.0_obsid:wp4-f5_variable:o0,1.0269700000000001e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,117.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:117.0_obsid:wp4-f5_variable:ph,6.32925,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,117.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:117.0_obsid:wp4-f5_variable:so4,0.000800102,16701.971851498758,wp4-f5:so4,,,wp4-f5,conc,lst,117.0,sim,so4,5.9873170000000006e-05
oname:conc_otype:lst_usecol:sim_time:118.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,118.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:118.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,118.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:118.0_obsid:welopt-ly3_variable:so4,5.50912e-05,0.0,conc,,,welopt-ly3,conc,lst,118.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:118.0_obsid:wp1-f3_variable:o0,3.77419e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,118.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:118.0_obsid:wp1-f3_variable:ph,6.665,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,118.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:118.0_obsid:wp1-f3_variable:so4,6.8297e-05,18019.18033631719,wp1-f3:so4,,,wp1-f3,conc,lst,118.0,sim,so4,5.549642e-05
oname:conc_otype:lst_usecol:sim_time:118.0_obsid:wp4-f5_variable:o0,1.0269700000000001e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,118.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:118.0_obsid:wp4-f5_variable:ph,6.32925,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,118.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:118.0_obsid:wp4-f5_variable:so4,0.000800102,16701.971851498758,wp4-f5:so4,,,wp4-f5,conc,lst,118.0,sim,so4,5.9873170000000006e-05
oname:conc_otype:lst_usecol:sim_time:119.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,119.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:119.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,119.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:119.0_obsid:welopt-ly3_variable:so4,5.50912e-05,0.0,conc,,,welopt-ly3,conc,lst,119.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:119.0_obsid:wp1-f3_variable:o0,3.77419e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,119.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:119.0_obsid:wp1-f3_variable:ph,6.665,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,119.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:119.0_obsid:wp1-f3_variable:so4,6.8297e-05,18019.18033631719,wp1-f3:so4,,,wp1-f3,conc,lst,119.0,sim,so4,5.549642e-05
oname:conc_otype:lst_usecol:sim_time:119.0_obsid:wp4-f5_variable:o0,1.0269700000000001e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,119.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:119.0_obsid:wp4-f5_variable:ph,6.32925,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,119.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:119.0_obsid:wp4-f5_variable:so4,0.000800102,16701.971851498758,wp4-f5:so4,,,wp4-f5,conc,lst,119.0,sim,so4,5.9873170000000006e-05
oname:conc_otype:lst_usecol:sim_time:12.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,12.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:12.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,12.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:12.0_obsid:welopt-ly3_variable:so4,5.51187e-05,0.0,conc,,,welopt-ly3,conc,lst,12.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:12.0_obsid:wp1-f3_variable:o0,0.0,0.0,conc,,,wp1-f3,conc,lst,12.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:12.0_obsid:wp1-f3_variable:ph,6.67491,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,12.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:12.0_obsid:wp1-f3_variable:so4,5.51186e-05,20000.0,wp1-f3:so4,,,wp1-f3,conc,lst,12.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:12.0_obsid:wp4-f5_variable:o0,0.0,0.0,conc,,,wp4-f5,conc,lst,12.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:12.0_obsid:wp4-f5_variable:ph,6.67491,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,12.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:12.0_obsid:wp4-f5_variable:so4,5.51184e-05,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,12.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:120.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,120.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:120.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,120.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:120.0_obsid:welopt-ly3_variable:so4,5.50912e-05,0.0,conc,,,welopt-ly3,conc,lst,120.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:120.0_obsid:wp1-f3_variable:o0,3.77419e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,120.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:120.0_obsid:wp1-f3_variable:ph,6.665,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,120.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:120.0_obsid:wp1-f3_variable:so4,6.8297e-05,18019.18033631719,wp1-f3:so4,,,wp1-f3,conc,lst,120.0,sim,so4,5.549642e-05
oname:conc_otype:lst_usecol:sim_time:120.0_obsid:wp4-f5_variable:o0,1.0269700000000001e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,120.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:120.0_obsid:wp4-f5_variable:ph,6.32925,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,120.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:120.0_obsid:wp4-f5_variable:so4,0.000800102,16701.971851498758,wp4-f5:so4,,,wp4-f5,conc,lst,120.0,sim,so4,5.9873170000000006e-05
oname:conc_otype:lst_usecol:sim_time:121.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,121.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:121.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,121.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:121.0_obsid:welopt-ly3_variable:so4,5.50894e-05,0.0,conc,,,welopt-ly3,conc,lst,121.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:121.0_obsid:wp1-f3_variable:o0,5.9872e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,121.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:121.0_obsid:wp1-f3_variable:ph,6.66431,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,121.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:121.0_obsid:wp1-f3_variable:so4,7.10043e-05,17686.92828109764,wp1-f3:so4,,,wp1-f3,conc,lst,121.0,sim,so4,5.653893000000001e-05
oname:conc_otype:lst_usecol:sim_time:121.0_obsid:wp4-f5_variable:o0,1.49456e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,121.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:121.0_obsid:wp4-f5_variable:ph,6.2079,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,121.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:121.0_obsid:wp4-f5_variable:so4,0.000803002,16812.399346266662,wp4-f5:so4,,,wp4-f5,conc,lst,121.0,sim,so4,5.947991000000001e-05
oname:conc_otype:lst_usecol:sim_time:122.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,122.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:122.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,122.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:122.0_obsid:welopt-ly3_variable:so4,5.50894e-05,0.0,conc,,,welopt-ly3,conc,lst,122.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:122.0_obsid:wp1-f3_variable:o0,5.9872e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,122.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:122.0_obsid:wp1-f3_variable:ph,6.66431,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,122.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:122.0_obsid:wp1-f3_variable:so4,7.10043e-05,17686.92828109764,wp1-f3:so4,,,wp1-f3,conc,lst,122.0,sim,so4,5.653893000000001e-05
oname:conc_otype:lst_usecol:sim_time:122.0_obsid:wp4-f5_variable:o0,1.49456e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,122.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:122.0_obsid:wp4-f5_variable:ph,6.2079,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,122.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:122.0_obsid:wp4-f5_variable:so4,0.000803002,16812.399346266662,wp4-f5:so4,,,wp4-f5,conc,lst,122.0,sim,so4,5.947991000000001e-05
oname:conc_otype:lst_usecol:sim_time:123.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,123.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:123.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,123.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:123.0_obsid:welopt-ly3_variable:so4,5.50894e-05,0.0,conc,,,welopt-ly3,conc,lst,123.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:123.0_obsid:wp1-f3_variable:o0,5.9872e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,123.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:123.0_obsid:wp1-f3_variable:ph,6.66431,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,123.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:123.0_obsid:wp1-f3_variable:so4,7.10043e-05,17686.92828109764,wp1-f3:so4,,,wp1-f3,conc,lst,123.0,sim,so4,5.653893000000001e-05
oname:conc_otype:lst_usecol:sim_time:123.0_obsid:wp4-f5_variable:o0,1.49456e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,123.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:123.0_obsid:wp4-f5_variable:ph,6.2079,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,123.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:123.0_obsid:wp4-f5_variable:so4,0.000803002,16812.399346266662,wp4-f5:so4,,,wp4-f5,conc,lst,123.0,sim,so4,5.947991000000001e-05
oname:conc_otype:lst_usecol:sim_time:124.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,124.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:124.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,124.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:124.0_obsid:welopt-ly3_variable:so4,5.50894e-05,0.0,conc,,,welopt-ly3,conc,lst,124.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:124.0_obsid:wp1-f3_variable:o0,5.9872e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,124.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:124.0_obsid:wp1-f3_variable:ph,6.66431,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,124.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:124.0_obsid:wp1-f3_variable:so4,7.10043e-05,17686.92828109764,wp1-f3:so4,,,wp1-f3,conc,lst,124.0,sim,so4,5.653893000000001e-05
oname:conc_otype:lst_usecol:sim_time:124.0_obsid:wp4-f5_variable:o0,1.49456e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,124.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:124.0_obsid:wp4-f5_variable:ph,6.2079,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,124.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:124.0_obsid:wp4-f5_variable:so4,0.000803002,16812.399346266662,wp4-f5:so4,,,wp4-f5,conc,lst,124.0,sim,so4,5.947991000000001e-05
oname:conc_otype:lst_usecol:sim_time:125.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,125.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:125.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,125.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:125.0_obsid:welopt-ly3_variable:so4,5.50894e-05,0.0,conc,,,welopt-ly3,conc,lst,125.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:125.0_obsid:wp1-f3_variable:o0,5.9872e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,125.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:125.0_obsid:wp1-f3_variable:ph,6.66431,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,125.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:125.0_obsid:wp1-f3_variable:so4,7.10043e-05,17686.92828109764,wp1-f3:so4,,,wp1-f3,conc,lst,125.0,sim,so4,5.653893000000001e-05
oname:conc_otype:lst_usecol:sim_time:125.0_obsid:wp4-f5_variable:o0,1.49456e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,125.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:125.0_obsid:wp4-f5_variable:ph,6.2079,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,125.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:125.0_obsid:wp4-f5_variable:so4,0.000803002,16812.399346266662,wp4-f5:so4,,,wp4-f5,conc,lst,125.0,sim,so4,5.947991000000001e-05
oname:conc_otype:lst_usecol:sim_time:126.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,126.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:126.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,126.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:126.0_obsid:welopt-ly3_variable:so4,5.50894e-05,0.0,conc,,,welopt-ly3,conc,lst,126.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:126.0_obsid:wp1-f3_variable:o0,5.9872e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,126.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:126.0_obsid:wp1-f3_variable:ph,6.66431,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,126.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:126.0_obsid:wp1-f3_variable:so4,7.10043e-05,17686.92828109764,wp1-f3:so4,,,wp1-f3,conc,lst,126.0,sim,so4,5.653893000000001e-05
oname:conc_otype:lst_usecol:sim_time:126.0_obsid:wp4-f5_variable:o0,1.49456e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,126.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:126.0_obsid:wp4-f5_variable:ph,6.2079,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,126.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:126.0_obsid:wp4-f5_variable:so4,0.000803002,16812.399346266662,wp4-f5:so4,,,wp4-f5,conc,lst,126.0,sim,so4,5.947991000000001e-05
oname:conc_otype:lst_usecol:sim_time:127.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,127.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:127.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,127.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:127.0_obsid:welopt-ly3_variable:so4,5.50894e-05,0.0,conc,,,welopt-ly3,conc,lst,127.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:127.0_obsid:wp1-f3_variable:o0,5.9872e-39,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,127.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:127.0_obsid:wp1-f3_variable:ph,6.66431,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,127.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:127.0_obsid:wp1-f3_variable:so4,7.10043e-05,17686.92828109764,wp1-f3:so4,,,wp1-f3,conc,lst,127.0,sim,so4,5.653893000000001e-05
oname:conc_otype:lst_usecol:sim_time:127.0_obsid:wp4-f5_variable:o0,1.49456e-30,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,127.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:127.0_obsid:wp4-f5_variable:ph,6.2079,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,127.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:127.0_obsid:wp4-f5_variable:so4,0.000803002,16812.399346266662,wp4-f5:so4,,,wp4-f5,conc,lst,127.0,sim,so4,5.947991000000001e-05
oname:conc_otype:lst_usecol:sim_time:128.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,128.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:128.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,128.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:128.0_obsid:welopt-ly3_variable:so4,5.50876e-05,0.0,conc,,,welopt-ly3,conc,lst,128.0,sim,so4,
